,영화명,감독,배급사,개봉일,국적,전국관객수,장르,등급,유료시사회,개봉달,스크린수,상영횟수,관객수,매출액,누적관객수,주연,감독관객,평점,평점수,SSS,SS,S,A,B,C,D,F,기록없음
315,끝과 시작,민규동,롯데쇼핑㈜롯데엔터테인먼트,2013-04-04,한국,38432,멜로/로맨스,청소년관람불가,0,4,1,6,809,"5,577,000",809,"엄정화,황정민,김효진",143239,8.4,421,0,0,1,0,0,1,0,1,0
316,자유의 언덕,홍상수,(주)영화제작전원사 ,2014-09-04,한국,38313,드라마,청소년관람불가,0,9,14,16,"1,779","15,767,100","1,779","카세료,문소리,서영화,윤여정",28402,9.21,28,0,0,0,1,0,1,0,2,0
317,트릭,이창열,(주)스톰픽쳐스코리아,2016-07-13,한국,38155,스릴러,15세이상관람가,0,7,7,13,"1,924","14,561,000","1,924","이정진,강예원,김태훈",38262,7.97,101,0,0,0,0,0,0,1,2,0
318,4등,정지우,(주)프레인글로벌,2016-04-13,한국,37943,드라마,15세이상관람가,0,4,15,33,"2,887","24,838,000","2,887","박해준,이항나,유재상",494097,9.54,123,0,0,1,0,1,0,1,0,0
319,타이밍,"민경조,박대열",(주)스톰픽쳐스코리아,2015-12-10,한국,37711,애니메이션,15세이상관람가,0,12,4,19,"1,599","13,804,300","1,599","엄상현,박지윤",20104,8.4,169,0,0,0,0,0,0,0,2,0
320,다시 태어나도 우리,"문창용,전진",(주)엣나인필름,2017-09-27,한국,37449,다큐멘터리,전체관람가,0,9,3,11,"1,611","10,294,000","1,611",0,38213,9.36,70,0,0,0,0,0,0,1,0,0
321,백프로,김명균,(주)마인스 엔터테인먼트,2014-04-03,한국,36792,코미디,15세이상관람가,0,4,6,8,"1,507","12,088,000","1,507",윤시윤,37909,9.54,425,0,0,0,0,0,0,0,1,0
322,한여름의 판타지아,장건재,㈜인디스토리,2015-06-11,한국,35907,드라마,전체관람가,0,6,1,6,474,"3,456,100",474,"김새벽,이와세료",13046,9.07,15,0,0,0,0,0,0,0,2,0
323,에스엠타운 더 스테이지,배성상,주식회사 디에스이이디,2015-08-13,한국,35857,다큐멘터리,전체관람가,0,8,,,,,,0,35857,8.88,126,0,0,0,0,0,0,1,0,0
324,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,이영준,(주)삼지애니메이션,2016-08-17,한국,35569,애니메이션,전체관람가,0,8,,,,,,"엄상현,전태열,정혜원,정영웅,신용우",45156,8.3,23,0,0,0,0,0,0,1,4,0
325,누구의 딸도 아닌 해원,홍상수,(주)영화제작전원사 ,2013-02-28,한국,34876,드라마,청소년관람불가,0,2,1,1,152,"1,247,000",152,"정은채,이선균",28402,8.86,56,0,0,0,1,0,1,0,0,0
326,뫼비우스,김기덕,(주)넥스트엔터테인먼트월드(NEW),2013-09-05,한국,34740,드라마,청소년관람불가,0,9,2,2,608,"4,864,000",608,"조재현,서영주,이은우",22326,6.53,1747,0,0,0,0,0,0,1,2,0
327,더 플랜,최진성,(주)엣나인필름,2017-04-20,한국,34225,다큐멘터리,15세이상관람가,0,4,2,3,407,"3,377,000",407,김어준,53284,9.62,3428,0,0,0,0,0,0,0,1,0
328,"메밀꽃, 운수 좋은 날, 그리고 봄봄","안재훈,한혜진",이달투,2014-08-21,한국,33751,애니메이션,전체관람가,0,8,3,17,"1,314","9,360,100","1,314",장광,16109,9.37,103,0,1,0,0,0,0,0,0,0
329,만신,박찬경,(주)엣나인필름,2014-03-06,한국,33481,다큐멘터리,15세이상관람가,0,3,5,23,"3,806","27,218,000","3,806","김새론,김금화,류현경,문소리",12212,9.29,181,0,0,0,1,0,0,0,3,0
330,대결,신동엽,(주)스톰픽쳐스코리아,2016-09-22,한국,32278,액션,15세이상관람가,0,9,4,8,"1,812","14,170,000","1,812","이주승,오지호,이정진,신정근",44961,7.31,268,0,0,0,0,0,0,0,4,0
331,극장판 프리파라 모두 모여라! 프리즘☆투어즈,히시다 마사카즈,(주)박수엔터테인먼트,2016-10-13,한국,31843,애니메이션,전체관람가,0,10,106,299,"5,627","48,100,400","5,627",0,93306,8.8,30,0,0,0,0,0,0,1,0,0
332,꼭두각시,권영락,(주)인벤트스톤,2013-06-20,한국,31713,공포(호러),청소년관람불가,0,6,2,3,629,"5,032,000",629,"이종수,구지성",32628,8.41,2476,0,0,0,0,0,0,0,2,0
333,그랜드파더,이서,(주)인벤트스톤,2016-08-31,한국,31640,액션,청소년관람불가,0,8,5,6,"1,299","10,184,000","1,299","박근형,고보결,정진영",14857,8.12,100,0,0,0,0,0,0,1,2,0
334,어떤 시선,"박정범,신아가,이상철,민용근",(주)영화사 진진,2013-10-24,한국,31048,드라마,12세이상관람가,0,10,2,4,515,"3,502,000",515,"임성철,길해연,박주희,김한주,이영석,황재원,공명",15713,9.11,190,0,0,0,0,0,0,1,5,0
335,목숨,이창재,필라멘트픽쳐스,2014-12-04,한국,31022,다큐멘터리,12세이상관람가,0,12,12,37,"7,819","61,641,000","7,819","박진우,신창열",631493,9.38,207,0,0,0,1,0,0,0,1,0
336,춘희막이,박혁지,메가박스중앙(주)플러스엠,2015-09-30,한국,29473,다큐멘터리,12세이상관람가,0,9,14,49,"7,346","48,776,000","7,346",김춘희,20906,9.09,171,0,0,0,0,0,0,0,1,0
337,역모-반란의 시대,김홍선,(주)스톰픽쳐스코리아,2017-11-23,한국,29294,사극,15세이상관람가,0,11,5,14,"2,314","16,863,000","2,314","정해인,김지훈,조재윤,이원종",30116,8.14,127,0,0,0,1,0,0,1,2,0
338,잉여들의 히치하이킹,이호재,CGV아트하우스,2013-11-28,한국,29281,다큐멘터리,12세이상관람가,0,11,2,14,"1,117","9,336,500","1,117","이호재,이현학,하승엽",29478,9.38,79,0,0,0,0,1,0,0,2,0
339,파울볼,"조정래,김보경",오퍼스픽쳐스,2015-04-02,한국,28324,다큐멘터리,전체관람가,0,4,3,9,"2,813","22,443,000","2,813","김성근,조진웅",1210936,9.35,276,0,0,0,1,0,0,0,1,0
340,마리안느와 마가렛,윤세영,(주)팝엔터테인먼트,2017-04-20,한국,28016,다큐멘터리,전체관람가,0,4,1,6,"1,494","11,976,000","1,494","마리안느스퇴거,마가렛피사렉",29233,9.61,44,0,0,0,0,0,0,0,2,0
341,인천상륙작전 : 익스텐디드 에디션(확장판),이재한,씨제이이앤엠(주),2016-09-13,한국,27070,전쟁,15세이상관람가,0,9,3,4,549,"3,933,000",549,"이정재,이범수,리암니슨",2361891,7.88,8,1,0,0,1,0,0,0,1,0
342,그 사람 그 사랑 그 세상,권혁만,THE 픽쳐스,2014-11-20,한국,25649,다큐멘터리,전체관람가,0,11,3,4,842,"5,284,000",842,"강석우,최강희",68581,10,8,0,0,0,0,0,1,0,1,0
343,쥬로링 동물탐정 극장판,"이종현,박시후",롯데쇼핑㈜롯데엔터테인먼트,2014-12-18,한국,24810,애니메이션,전체관람가,0,12,7,29,"3,574","26,888,000","3,574","김서영,양정화",25391,9.5,36,0,0,1,0,0,0,1,0,0
344,메소드,방은진,(주)엣나인필름,2017-11-02,한국,24573,드라마,15세이상관람가,0,11,6,15,"2,235","17,474,500","2,235","박성웅,윤승아,오승훈",627135,5.57,405,0,0,0,0,0,1,0,2,0
345,카이: 거울 호수의 전설,이성강,메가박스중앙(주)플러스엠,2016-08-17,한국,24451,애니메이션,전체관람가,0,8,4,10,"1,848","16,289,000","1,848","김영은,박고운,강진아",8340,8.83,180,0,0,0,0,0,0,0,3,0
346,꿈의 제인,조현훈,(주)엣나인필름,2017-05-31,한국,24272,드라마,청소년관람불가,0,5,5,19,"1,583","13,748,500","1,583","이민지,구교환,이주영",12699,8.3,74,0,0,0,1,0,0,0,2,0
347,GROW: 인피니트의 리얼 청춘 라이프,김진수,골든타이드픽처스(주),2014-12-04,한국,23926,드라마,전체관람가,0,12,1,3,252,"1,984,000",252,"김성규,장동우,남우현,호야,이성열,엘",23926,9.68,429,0,0,0,0,0,0,0,3,0
348,고스트 메신저 극장판,구봉회,에이원엔터테인먼트,2014-05-22,한국,23721,애니메이션,12세이상관람가,0,5,4,10,760,"6,577,000",760,"양정화,박성태,은정",13420,9.67,415,0,0,0,0,0,0,1,2,0
349,연애담,이현주,(주)인디플러그,2016-11-17,한국,23555,멜로/로맨스,청소년관람불가,0,11,3,17,"1,444","11,077,500","1,444","이상희,류선영,김종수",8168,9.39,38,0,0,1,0,0,0,1,1,0
350,거인,김태용,필라멘트픽쳐스,2014-11-13,한국,22893,드라마,12세이상관람가,0,11,4,13,"2,090","15,940,000","2,090","최우식,김수현",25,9.64,141,0,0,0,1,0,1,0,0,0
351,유리정원,신수원,(주)리틀빅픽쳐스,2017-10-25,한국,22752,미스터리,12세이상관람가,0,10,3,6,"1,198","9,584,000","1,198","문근영,김태훈,서태화",19298,8.07,59,0,0,0,0,1,0,0,2,0
352,히어로,김봉한,(주)마인스 엔터테인먼트,2013-10-08,한국,22617,가족,전체관람가,0,10,25,45,"3,213","25,356,000","3,213","오정세,박철민,정은표",203588,9.02,508,0,0,0,0,0,1,1,1,0
353,짓,한종훈,(주)팝파트너스,2013-09-25,한국,22526,멜로/로맨스,청소년관람불가,0,9,4,8,"2,126","15,956,000","2,126","서은아,서태화,김희정,곽민호",7863,8.74,543,0,0,0,0,1,1,0,2,0
354,파워배틀 와치카: 와치가면의 역습,"이영준,김래경",(주)삼지애니메이션,2017-06-01,한국,22110,애니메이션,전체관람가,0,6,3,8,"1,401","11,928,000","1,401","엄상현,전태열,정혜원",45156,9.71,195,0,0,0,0,0,0,0,3,0
355,사이비,연상호,(주)넥스트엔터테인먼트월드(NEW),2013-11-21,한국,22070,애니메이션,청소년관람불가,0,11,5,15,"3,139","23,801,000","3,139","오정세,양익준,권해효,박희본,이민지",379103,9.27,141,0,0,0,0,0,0,1,4,0
356,히야,김지연,(주)라이크 콘텐츠,2016-03-10,한국,21687,드라마,12세이상관람가,0,3,5,7,"1,507","12,322,000","1,507","안보현,호야",21687,9.88,625,0,0,0,0,0,0,0,1,0
357,내게 남은 사랑을,진광교,(주)비엠컬쳐스,2017-11-02,한국,21599,드라마,12세이상관람가,0,11,9,37,"6,214","48,105,000","6,214","성지루,전미선,권소현,양홍석,이예원",11582,9.07,68,0,0,0,1,1,0,0,3,0
358,나쁜 나라,"김진열,이수정,정일건",나쁜 나라 배급위원회,2015-12-03,한국,20803,다큐멘터리,12세이상관람가,0,12,2,7,738,"5,318,000",738,0,7196,4.02,1871,0,0,0,0,0,0,1,0,0
359,극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!,방형우,메가박스중앙(주)플러스엠,2014-08-07,한국,20175,애니메이션,전체관람가,0,8,28,37,"2,216","13,308,800","2,216","양정화,안영미,김서영",21939,8.48,27,0,0,1,0,0,0,1,1,0
360,천안함 프로젝트,백승우,(주)아우라픽처스,2013-09-05,한국,20085,다큐멘터리,12세이상관람가,0,9,2,4,"1,054","7,436,000","1,054",강신일,7347,2.04,8413,0,0,0,0,0,1,0,0,0
361,완전 소중한 사랑,김진민,(주)씨타마운틴픽쳐스,2013-11-21,한국,20063,드라마,12세이상관람가,0,11,11,56,"11,025","67,446,000","11,025","심이영,임지규",30332,9.42,176,0,0,0,0,0,0,0,2,0
362,60만번의 트라이,"박사유,박돈사",㈜인디스토리,2014-09-18,한국,19919,다큐멘터리,12세이상관람가,0,9,2,13,"2,524","18,611,000","2,524","문정희,김관태",21483,9.29,261,0,0,0,0,1,0,0,1,0
363,커터,정희성,(주)스톰픽쳐스코리아,2016-03-30,한국,19405,범죄,청소년관람불가,0,3,2,4,"1,137","9,585,000","1,137","최태준,김시후",19405,9.62,66,0,0,1,0,0,0,0,1,0
364,소녀,최진성,씨제이이앤엠(주),2013-11-07,한국,18996,멜로/로맨스,청소년관람불가,0,11,2,9,"1,847","13,420,500","1,847","김윤혜,김시후",53284,8.67,707,0,0,1,0,0,0,1,0,0
365,누구에게나 찬란한,임유철,CGV아트하우스,2014-11-06,한국,18804,다큐멘터리,전체관람가,0,11,3,19,"2,478","19,091,300","2,478",김남길,29997,9.8,35,0,0,0,0,0,0,1,0,0
366,섬. 사라진 사람들,이지승,(주)콘텐츠판다,2016-03-03,한국,18485,스릴러,15세이상관람가,0,3,2,7,"1,678","13,700,300","1,678","박효주,배성우,이현욱",20163,9.39,553,0,0,0,1,0,0,1,1,0
367,그 후,홍상수,(주)영화제작전원사 ,2017-07-06,한국,18440,드라마,청소년관람불가,0,7,5,10,255,"1,979,000",255,"권해효,김민희",28402,3.77,121,0,0,0,0,0,0,0,2,0
368,쿼바디스,김재환,주식회사 단유필름,2014-12-10,한국,18248,다큐멘터리,12세이상관람가,0,12,2,24,"2,711","20,470,000","2,711","이종윤,안석환",14147,9.25,56,0,0,0,0,0,0,1,1,0
369,당신자신과 당신의 것,홍상수,(주)영화제작전원사 ,2016-11-10,한국,17924,드라마,청소년관람불가,0,11,4,9,639,"5,499,500",639,"김주혁,이유영",28402,3.47,263,0,0,0,0,1,0,0,1,0
370,이별계약,오기환,씨제이이앤엠(주),2013-06-20,한국,17797,멜로/로맨스,12세이상관람가,0,6,4,7,"1,057","9,454,000","1,057","펑위옌,백백하,장경부,오패자",350675,8.47,684,0,0,0,0,0,0,0,3,0
371,스톤,조세래,씨너스엔터테인먼트(주),2014-06-12,한국,17631,액션,15세이상관람가,0,6,17,27,"2,696","18,282,000","2,696","조동인,김뢰하",18061,8.72,209,0,0,0,0,0,0,1,1,0
372,뚜르: 내 생애 최고의 49일,"임정하,전일우,박형준,김양래",(주)리틀빅픽쳐스,2017-02-01,한국,17449,다큐멘터리,12세이상관람가,0,2,8,50,"10,459","82,724,500","10,459",이윤혁,27908,9.68,263,0,0,0,0,0,0,0,1,0
373,태양을 쏴라,김태식,(유)조이앤시네마,2015-03-19,한국,17444,멜로/로맨스,청소년관람불가,0,3,1,1,389,"3,112,000",389,"강지환,윤진서,안석환",5984,9.04,77,0,0,0,0,0,0,1,2,0
374,어떤살인,안용훈,TCO(주)더콘텐츠온,2015-10-28,한국,17190,스릴러,청소년관람불가,0,10,6,10,"1,767","14,312,000","1,767","윤소이,신현빈",17190,8.62,89,0,0,0,0,0,0,0,2,0
375,길,정인봉,(주)더블앤조이픽쳐스,2017-05-11,한국,17014,드라마,12세이상관람가,0,5,2,3,391,"2,737,000",391,"김혜자,송재호,허진,온주완",17432,9.97,30,0,0,1,1,0,1,1,0,0
376,잉투기,엄태화,CGV아트하우스,2013-11-14,한국,16859,액션,15세이상관람가,0,11,2,8,"1,356","11,310,000","1,356","엄태구,류혜영,권율",170568,8.89,676,0,0,0,1,0,1,1,0,0
377,명왕성,신수원,(주)싸이더스,2013-07-11,한국,16828,드라마,15세이상관람가,0,7,1,3,305,"2,181,500",305,"이다윗,성준,김꽃비",19298,8.84,674,0,0,0,0,0,0,2,1,0
378,여배우는 오늘도,문소리,(주)메타플레이 ,2017-09-14,한국,16646,드라마,15세이상관람가,0,9,1,2,469,"3,995,000",469,문소리,8470,9.03,34,0,0,0,1,0,0,0,0,0
379,산타바바라,조성규,(주)나이너스엔터테인먼트,2014-07-16,한국,16626,멜로/로맨스,15세이상관람가,0,7,3,8,"1,411","10,181,000","1,411","이상윤,윤진서,이솜",990,8.89,45,0,0,0,0,0,1,0,2,0
380,7년-그들이 없는 언론,김진혁,(주)인디플러그,2017-01-12,한국,16577,다큐멘터리,12세이상관람가,0,1,10,19,"2,683","20,748,000","2,683","강지웅,권성민,권석재,노종면,박성제,박성호,박진수,우장균,이근행,이용마,정영하,정유신,조승호,최승호",17560,8.31,55,0,0,0,0,0,0,0,14,0
381,마돈나,신수원,(주)리틀빅픽쳐스,2015-07-02,한국,16385,드라마,청소년관람불가,0,7,6,8,"1,727","13,816,000","1,727",서영희,19298,9.15,91,0,0,0,0,1,0,0,0,0
382,순교,김상철,파이오니아21,2015-08-13,한국,16202,다큐멘터리,전체관람가,0,8,,,,,,0,9588,9.2,41,0,0,0,0,0,0,1,0,0
383,사랑이 이긴다,민병훈,(주)리틀빅픽쳐스,2015-09-10,한국,14916,가족,15세이상관람가,0,9,12,25,"3,256","24,983,000","3,256","최정원,장현성,오유진",99,9.65,49,0,0,0,0,0,0,2,1,0
384,안녕?! 오케스트라,이철하,(주)영화사 진진,2013-11-28,한국,14665,다큐멘터리,전체관람가,0,11,3,12,"3,916","24,844,000","3,916",리처드용재오닐,434975,8.82,40,0,0,0,0,0,0,0,1,0
385,공정사회,이지승,(주)엣나인필름,2013-04-18,한국,14461,드라마,청소년관람불가,0,4,4,16,"1,512","8,777,000","1,512",장영남,20163,8.77,138,0,0,0,0,0,0,1,0,0
386,춘몽,장률,(주)프레인글로벌,2016-10-13,한국,14423,드라마,15세이상관람가,0,10,3,9,627,"5,314,000",627,"한예리,양익준,박정범,윤종빈",5430,8.74,43,0,0,0,0,0,0,1,1,0
387,무수단,구모,오퍼스픽쳐스,2016-03-03,한국,14386,미스터리,15세이상관람가,0,3,5,8,"1,496","13,967,000","1,496","이지아,김민준,도지한,김동영,오종혁,박유환,정진",8347,7.15,507,0,0,0,2,0,0,1,4,0
388,브링 홈: 아버지의 땅,텐진 체탄 초클리,(주)드림팩트엔터테인먼트,2016-09-01,한국,14289,다큐멘터리,전체관람가,0,9,1,3,736,"6,192,000",736,"텐진릭돌,김민종",15025,9.88,17,0,0,0,0,0,0,0,2,0
389,아티스트 봉만대,봉만대,씨너스엔터테인먼트(주),2013-08-29,한국,14188,코미디,청소년관람불가,0,8,4,15,"3,353","20,247,000","3,353","봉만대,곽현화,성은,이파니",5531,8.69,831,0,0,0,0,0,1,1,2,0
390,위로공단,임흥순,(주)엣나인필름,2015-08-13,한국,13827,다큐멘터리,15세이상관람가,0,8,3,17,"1,940","13,391,800","1,940","강명자,김영미,김진숙,신순애",5639,9,18,0,0,0,0,0,0,0,4,0
391,봄,조근현,필라멘트픽쳐스,2014-11-20,한국,13234,드라마,청소년관람불가,0,11,29,46,"3,349","25,149,000","3,349","박용우,김서형,이유영",166815,9.54,68,0,0,0,0,0,1,1,1,0
392,"귀향, 끝나지 않은 이야기",조정래,커넥트픽쳐스(주),2017-09-14,한국,13193,드라마,15세이상관람가,0,9,4,15,"3,772","28,490,000","3,772","박지희,강하나,서미지,홍세나",1210936,7.93,73,0,0,0,0,0,3,0,1,0
393,돌아온다,허철,(주)더블앤조이픽쳐스,2017-12-07,한국,13130,드라마,12세이상관람가,0,12,3,18,"2,612","18,294,000","2,612","김유석,손수현",6332,9.55,73,0,0,0,0,0,0,0,2,0
394,48미터,민백두,씨제이이앤엠(주),2013-07-04,한국,13118,드라마,15세이상관람가,0,7,1,1,326,"2,608,000",326,박효주,13886,9.73,364,0,0,0,0,0,0,0,1,0
395,"안녕, 전우치! 도술로봇대결전",김대창,(주)리틀빅픽쳐스,2015-10-08,한국,12943,애니메이션,전체관람가,0,10,3,5,850,"8,086,000",850,"김율,김새해,정선혜",4378,9.04,230,0,0,0,0,0,0,0,3,0
396,용순,신준,롯데쇼핑㈜롯데엔터테인먼트,2017-06-08,한국,12901,드라마,15세이상관람가,0,6,2,6,"1,419","7,833,500","1,419","이수경,최덕문,박근록,김동영,장햇살,최여진",13396,9.18,45,0,1,0,0,0,0,1,4,0
397,아유레디?,허원,(주)나이너스엔터테인먼트,2013-09-26,한국,12767,다큐멘터리,12세이상관람가,0,9,2,4,813,"5,310,000",813,"장광,고형원",79272,7.82,100,0,1,0,0,0,0,0,1,0
398,시선,이장호,(주)나이너스엔터테인먼트,2014-04-16,한국,12694,드라마,12세이상관람가,0,4,3,13,"2,224","16,822,000","2,224","오광록,박용식,김민경,홍성춘,이영숙,남동하",6586,2.11,858,0,0,0,0,1,0,0,5,0
399,시인의 사랑,김양희,CGV아트하우스,2017-09-14,한국,12547,드라마,15세이상관람가,0,9,4,13,"1,349","11,673,500","1,349","양익준,전혜진,정가람",68299,9.36,25,0,0,0,0,0,0,1,2,0
400,소나기,안재훈,(주)리틀빅픽쳐스,2017-08-31,한국,12425,애니메이션,전체관람가,0,8,5,13,"1,407","9,104,000","1,407","노강민,신은수",16109,9.28,107,0,0,0,0,0,0,1,1,0
401,어우동: 주인 없는 꽃,이수성,(주)드림팩트엔터테인먼트,2015-01-29,한국,12203,멜로/로맨스,청소년관람불가,0,1,3,20,"3,280","15,473,000","3,280","백도빈,송은채,여욱환,남경읍",443,6.01,126,0,0,0,0,0,1,0,3,0
402,타투,이서,와이드 릴리즈(주),2015-12-10,한국,12103,스릴러,청소년관람불가,0,12,1,2,517,"4,136,000",517,송일국,14857,8.25,61,0,0,0,0,0,0,1,0,0
